Q1A,Q1E,Q2A,Q2E,Q3A,Q3E,Q4A,Q4E,Q5A,Q5E,Q6A,Q6E,Q7A,Q7E,Q8A,Q8E,Q9A,Q9E,Q10A,Q10E,Q11A,Q11E,Q12A,Q12E,Q13A,Q13E,Q14A,Q14E,Q15A,Q15E,Q16A,Q16E,Q17A,Q17E,Q18A,Q18E,Q19A,Q19E,Q20A,Q20E,Q21A,Q21E,Q22A,Q22E,Q23A,Q23E,Q24A,Q24E,Q25A,Q25E,Q26A,Q26E,Q27A,Q27E,Q28A,Q28E,Q29A,Q29E,Q30A,Q30E,Q31A,Q31E,Q32A,Q32E,Q33A,Q33E,Q34A,Q34E,Q35A,Q35E,Q36A,Q36E,Q37A,Q37E,Q38A,Q38E,Q39A,Q39E,Q40A,Q40E,Q41A,Q41E,Q42A,Q42E,country,introelapse,testelapse,surveyelapse,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,education,urban,gender,age,religion,married,familysize,major,major_category
3,2178,4,7455,2,2331,4,7448,4,1425,4,1911,4,1059,4,1552,4,1794,2,687,4,37449,4,1479,3,2963,4,3681,2,552,2,6517,1,2831,2,1641,1,13171,4,1588,1,1872,4,1278,2,2170,3,3892,2,2837,4,1612,4,1869,4,952,4,1820,4,3207,3,2078,4,8223,4,1353,1,1533,4,2769,4,7234,1,2267,1,2020,4,4170,4,1460,4,3329,4,1840,IN,3,169,242,1,7,4,7,4,7,1,1,1,1,2,3,2,16,2,1,3,Others,Others
4,2356,3,3418,3,3024,2,5356,4,3313,4,4718,3,2263,3,1903,4,6164,4,2468,4,11883,4,3524,4,1414,2,2930,2,1982,4,4085,4,1466,3,3007,3,3014,3,3957,4,2520,3,1873,2,1837,4,3113,2,10879,2,3272,3,2978,4,1958,4,3808,2,6700,4,2273,3,2775,3,4177,4,6518,4,5643,3,2492,4,2471,4,1618,3,3337,4,4020,3,3429,4,6824,US,4,157,239,6,5,7,7,6,7,5,4,4,3,1,3,2,15,4,1,3,Others,Others
3,5002,2,2525,4,9607,1,3637,3,2114,3,4547,2,14103,3,2954,3,7475,4,2038,3,2760,2,2865,4,2370,2,9312,2,3582,4,2867,4,2934,2,2744,2,5811,2,2065,4,2277,2,2546,1,3648,4,7240,2,4824,4,3366,4,1711,1,5501,2,3148,2,5498,4,1859,3,3779,2,4563,4,1539,2,13342,1,1758,4,3948,4,2273,3,2310,2,3613,2,2373,4,2972,FI,47,177,167,1,6,3,5,3,6,5,7,1,2,2,3,2,17,2,1,2,Others,Others
2,3330,2,1614,3,3746,2,5781,2,5673,4,4995,2,7508,3,2669,1,3311,2,2300,3,4646,2,7543,4,3178,2,6543,2,1930,3,2348,3,3409,4,2171,1,5196,1,2414,1,5495,3,2907,2,1941,4,2270,2,4555,2,2113,3,1806,3,14076,2,2302,1,5852,3,4934,4,3013,3,2139,3,3180,2,7575,1,3075,2,4369,2,2030,3,3834,1,4505,1,2644,3,3955,GR,13,170,117,5,6,7,6,7,3,6,7,5,2,4,2,1,50,7,2,2,medical,Medical
1,16496,1,2443,3,7897,1,4483,2,2754,2,5542,1,2636,4,11583,2,10899,3,4184,2,18872,2,14658,4,2215,2,6914,1,18412,4,6383,4,3384,4,16882,1,33170,4,3052,4,12318,4,2944,1,2252,3,10001,2,11867,4,3926,4,2446,1,12444,2,4076,3,6269,2,10063,4,6238,1,3770,4,4024,4,10376,4,2370,2,5246,3,9362,4,24777,4,4891,1,3460,3,6763,ID,28,398,572,6,4,6,7,5,7,6,2,3,5,2,3,2,17,10,1,2,business,Business
4,3600,2,2785,2,2345,3,1940,2,4084,3,2201,2,3267,4,1717,4,2566,2,8167,2,5001,4,3450,2,2716,4,4268,2,2867,1,2049,2,2217,1,3585,1,6202,4,2216,1,1567,4,4299,1,2650,1,3301,3,6101,3,4800,3,3367,3,6088,4,2167,2,3335,1,5285,3,3884,4,3217,1,1269,2,10852,3,2065,1,2349,1,3200,2,1834,4,2850,2,4066,1,4533,US,359,161,112,6,7,2,6,5,2,1,2,1,2,2,2,2,19,1,1,3,health services ,Medical
1,26170,1,4184,1,5134,1,9684,1,4351,1,5900,1,3898,1,4564,1,7982,1,4667,1,6768,1,6515,1,2882,2,13738,1,2746,1,6217,1,6203,1,6253,1,8033,1,4189,1,4853,2,5500,1,3727,1,5467,1,5734,1,3881,1,5515,1,4050,1,6885,1,7834,1,6999,1,8529,1,4815,1,4149,1,6536,1,3765,1,4649,1,3715,1,5699,1,7432,1,4965,1,5891,GB,3,262,878,7,1,7,1,6,2,6,1,7,1,2,3,1,63,7,2,2,Others,Others
4,5695,2,3612,3,3406,2,8917,2,3788,4,2400,1,4286,3,3282,4,5164,4,2979,4,2527,2,6786,4,1710,2,6133,1,3213,1,4063,3,5241,1,6644,1,3841,3,3108,4,2221,4,3524,1,3390,2,4653,1,20815,4,3566,4,3530,2,4226,4,2637,3,6159,3,7299,3,5036,2,3097,4,1904,2,8155,2,2351,3,3729,4,2806,1,3918,3,5640,1,3275,2,5620,US,2,226,219,3,2,6,7,1,6,7,5,1,4,1,2,2,14,4,1,3,Medical ,Medical
3,3665,4,3240,2,5334,4,3160,3,3944,4,4778,4,4304,4,3064,4,4792,4,2336,4,3040,3,3645,4,3184,4,9320,2,3472,2,5041,3,6848,2,13487,2,5872,3,2832,4,2624,3,2520,2,2997,2,5274,4,11321,3,3264,4,2347,4,3872,3,9432,2,5222,4,7368,3,4344,3,2480,3,4008,3,16509,3,3383,3,78503,4,2368,4,2760,3,4912,2,3393,2,43175,IN,2,318,167,5,6,2,7,7,4,6,6,4,3,4,3,2,24,11,1,2,Journalism & Mass Communication,Social Sciences
1,7431,4,2416,4,2682,4,4997,4,2249,1,4938,4,6315,4,2966,4,4888,4,3415,1,4425,4,3183,4,2033,1,6270,4,2500,4,3831,4,3681,4,2982,1,7795,4,3382,4,3010,4,2299,4,5909,4,3798,4,15641,4,2049,4,1916,4,2349,1,4083,4,6760,4,2816,1,4365,4,2467,4,2832,4,5050,4,8388,4,3570,4,2366,4,2398,4,3917,4,2516,4,4816,LB,3,177,191,7,4,7,1,7,7,7,1,7,7,4,3,1,27,2,1,4,Mechanical Engineering,Engineering
1,2092,1,5702,1,1757,2,2068,1,1312,1,2124,2,1765,3,1969,1,3334,1,1909,2,4673,2,2246,1,1307,2,2836,2,2813,1,1277,1,1916,4,2614,1,3769,1,1221,1,1032,3,2312,1,1874,1,2553,3,3191,1,1152,2,3560,1,4463,1,2953,2,3058,1,1240,1,2525,3,2749,1,1634,1,1869,2,1733,1,4563,1,1565,3,2294,1,2716,3,1863,1,2328,CA,4152,106,95,7,2,6,6,7,2,7,1,6,1,3,3,2,17,7,1,2,linguistics,Humanities
3,6752,2,24234,4,4834,2,14742,4,4786,4,2780,3,30558,4,2830,4,11943,4,12784,4,4108,4,4215,4,2191,3,10065,4,7251,4,7531,4,7570,2,4865,2,10422,4,3262,4,4843,2,8082,1,12035,4,5261,4,26785,4,2545,4,3026,4,3096,4,4241,3,16668,3,6172,3,19355,4,4703,4,2673,4,57445,4,2600,4,3870,4,3993,3,3500,4,14477,3,7552,4,8870,IN,6,403,408,3,5,5,7,6,5,6,7,2,5,4,3,2,35,3,3,3,Others,Others
4,2070,3,5200,3,2720,4,2386,4,1445,4,1347,4,1153,4,3116,4,1593,4,683,4,1427,4,1545,3,1433,4,2244,4,21296,3,1708,4,1500,4,1326,4,1323,4,1398,4,919,4,1593,4,1504,3,2100,4,1846,3,1953,4,1117,4,1952,4,1267,4,1898,4,1386,4,3502,4,1785,3,2011,4,1581,4,1133,3,1906,3,1898,4,2010,4,2385,4,2448,3,4410,US,10,100,103,1,1,7,7,3,4,4,5,1,6,2,3,2,17,7,1,1,Others,Others
1,3427,1,3375,1,3174,1,2876,1,2090,1,2644,1,1968,1,2365,1,4692,1,2789,1,2493,1,2045,1,950,1,3655,1,6111,1,3856,1,1491,1,8149,1,4314,1,2126,1,2222,1,3616,1,2138,1,3448,1,3531,1,2299,1,2861,1,2111,1,3172,1,3294,1,9644,1,4928,2,11504,1,1377,1,6789,1,1482,1,2847,1,1366,2,3080,2,6821,1,1484,1,1674,PH,5,147,125,6,5,6,2,6,3,5,2,6,2,3,3,1,24,4,1,2,Chemical Engineering,Engineering
3,2722,3,3427,1,3742,1,3987,1,3547,4,2985,1,4415,2,2375,3,5495,2,5053,3,2450,3,9540,2,1940,4,4715,2,3150,2,7877,2,3030,3,3063,1,5995,2,2595,1,2515,2,9865,1,3547,2,4310,1,16693,2,2705,3,2350,1,3473,3,3940,3,4335,2,3205,2,7428,2,3475,2,2467,2,15197,2,4030,1,4392,2,3330,3,2828,2,4968,1,3718,2,3528,PH,8,195,166,6,5,6,5,7,4,6,4,5,4,3,3,2,25,4,1,4,chemistry,Sciences
4,12435,4,31049,3,10484,3,10217,4,43461,3,8856,3,7347,4,5265,4,10263,3,10251,4,7692,4,6117,4,4955,4,13654,2,9938,2,33504,3,7799,3,25379,3,13182,4,8252,3,14066,4,13330,1,28867,4,9090,2,13939,3,12149,3,59902,3,5818,4,11240,3,17582,4,10951,4,10919,2,19718,3,8419,4,11599,4,12331,2,8468,1,10952,4,33374,2,20483,3,15019,3,21618,ID,1274,651,583,1,6,6,7,2,1,5,7,1,4,2,1,1,17,10,1,2,Others,Others
3,2710,2,1921,3,4140,3,3716,2,2132,3,2199,1,2887,2,1852,3,2891,3,3016,3,2882,3,1762,2,2266,3,4544,2,2431,3,2152,2,3281,2,1703,3,4332,2,2547,2,2251,2,2416,1,3108,3,3033,1,9108,3,4192,2,2009,3,2165,3,9424,2,5353,3,2184,2,11186,2,2608,3,1821,3,2998,2,10538,3,2566,3,2864,2,2332,3,3281,3,2884,4,4068,GB,1,148,145,5,5,5,6,6,6,7,6,5,5,2,1,2,26,12,1,2,Others,Others
4,3784,2,5360,3,5807,1,6951,4,4804,3,7976,1,3882,2,6134,4,11535,4,2664,4,6521,4,2998,4,1553,2,14649,2,4903,4,3624,3,5080,4,2223,4,5246,2,6952,4,2127,3,4768,1,4942,4,2526,2,8081,4,4585,3,2807,2,4169,4,2488,4,6664,3,4568,1,10393,3,2320,3,2983,1,10873,1,2129,4,4663,4,1641,3,6577,3,4920,4,5064,4,4024,GB,5,216,134,1,5,6,6,1,5,3,6,2,6,2,3,1,18,1,1,3,Others,Others
1,3900,2,1031,3,4374,1,3449,4,2226,1,2803,1,2502,1,2561,2,4206,4,44132,2,4497,1,2525,4,1845,1,5994,2,2122,4,3997,4,1933,2,3949,1,2736,1,3029,4,2068,4,2756,1,2819,2,3181,1,3160,4,2568,2,3123,2,1526,2,3781,3,9720,4,2301,1,2462,2,2461,4,1679,1,1956,1,1713,4,2265,4,1858,1,1801,2,2409,2,2505,4,2599,US,40,173,150,1,2,5,4,3,7,5,1,2,1,2,1,1,18,1,1,1,Others,Others
4,3323,1,2742,4,2730,1,19312,4,3516,4,4437,1,4840,4,3586,1,6537,4,14239,4,3051,4,7620,4,2282,1,10566,4,25897,1,13234,1,8931,1,6490,1,5267,1,4076,1,11152,4,8104,1,5009,4,3475,1,26102,4,8731,4,3623,1,4457,4,3961,4,1366,4,5707,4,10945,4,3367,1,4027,4,6551,1,2602,2,7033,1,4367,4,4713,1,7431,1,4253,4,7411,DE,56,298,236,1,7,7,5,7,7,7,1,1,1,2,3,1,27,12,1,2,Others,Others
3,5325,1,2197,2,4458,1,3565,3,3669,2,4452,1,3226,3,2515,3,10061,4,3387,2,2147,3,3102,4,1721,2,8512,2,1399,2,19495,4,4517,3,591,1,5103,1,2581,4,1704,2,4112,1,2658,2,8046,3,20599,4,2003,3,836,1,1819,3,4464,3,19379,2,5392,2,6326,4,2282,4,1723,4,12774,1,3398,4,2310,4,3783,2,2956,3,5142,1,2378,4,3726,US,5,228,152,1,5,2,5,7,6,5,6,4,2,2,3,1,22,1,1,2,chemical engineering,Engineering
1,18756,1,2359,3,5238,1,3072,3,4778,1,4542,2,5776,1,2203,2,18504,4,2714,2,5153,1,3359,4,1808,4,10912,2,3684,3,3411,4,8783,1,1669,1,5191,1,5295,4,1633,2,7112,1,2951,4,4548,1,6615,3,5039,3,53551,1,1740,1,8063,1,9312,4,2752,3,8634,1,2661,4,3048,1,35315,1,1280,4,2674,4,146936,4,4823,1,6527,3,4682,4,4906,US,2,442,360,2,6,7,6,5,7,1,7,4,7,1,1,1,15,2,1,3,Others,Others
4,2208,4,2088,4,1601,4,1553,4,3135,4,1480,2,3873,4,1480,4,3471,4,1240,4,1561,4,2064,4,1048,4,3338,4,1385,4,1920,4,1816,4,1137,1,5561,4,1664,4,1440,4,1087,4,1641,4,2927,1,6617,4,1416,4,1552,4,833,4,1377,4,2736,4,8449,4,1841,4,1287,4,1529,4,2359,4,952,4,2296,4,1839,4,1415,4,2767,4,2017,4,2096,US,3,95,84,1,7,7,7,7,7,1,7,1,4,2,2,1,18,6,1,2,Others,Others
4,4671,1,2572,4,2663,1,2018,4,1661,4,10757,1,3878,2,4473,3,10723,4,1223,2,4040,3,4257,4,1683,3,9157,2,2677,4,1672,4,3669,2,6134,1,2713,1,3869,4,2987,3,4250,1,1832,4,1546,1,15110,4,1578,2,2743,1,7471,4,2923,3,7366,4,4787,4,2567,3,2305,4,2321,4,6075,1,1823,4,2742,4,1161,3,9050,4,2459,1,2144,4,2705,PL,14,174,142,1,3,3,3,1,7,1,5,2,1,2,2,2,18,1,1,2,Others,Others
2,3942,1,2485,3,3581,1,7448,3,2657,2,3751,1,3051,4,3012,3,4146,4,2141,3,1893,3,2257,4,1760,2,7590,1,1978,3,1873,4,1956,2,2950,1,3004,3,2622,4,1937,1,2547,1,1527,3,2652,2,4884,3,2148,3,2098,2,3492,3,3954,3,4307,4,2493,2,5216,3,2214,4,1824,2,11212,3,1626,4,2179,3,2254,3,2668,4,6354,1,3062,4,2347,US,6,137,111,1,5,1,7,5,7,5,3,5,3,3,1,1,37,1,1,1,Computer Information Systems,Computer Science
2,4801,1,1353,4,3610,1,5725,4,1768,2,7109,2,3105,4,1574,4,3019,4,1789,2,4073,4,4763,4,1341,2,6280,2,2908,4,2017,4,1459,2,2604,1,7897,3,2510,4,1232,3,7508,1,2181,4,2113,3,11517,4,2984,3,5153,4,2312,3,3237,4,3497,4,2435,4,3303,4,1760,4,2805,3,4418,3,2975,4,2862,4,1308,1,3355,4,2881,3,4035,4,1970,US,10,146,203,1,6,4,5,6,6,5,6,2,4,3,1,1,24,1,1,1,Political Science ,Social Sciences
3,2629,4,3274,4,2856,3,7488,3,2202,3,4089,3,2433,4,5874,4,3475,4,4928,3,2011,4,2933,4,1376,4,4327,2,26736,4,2317,4,1965,4,2328,4,1907,4,2762,4,2148,3,3137,3,3215,4,2650,3,3935,4,1581,4,2002,4,1681,4,6659,4,2365,4,1903,3,750,4,1610,4,3405,4,2905,4,3159,4,2480,4,1425,3,2546,4,5868,3,1941,4,3762,CO,3,154,129,1,2,3,7,4,5,3,6,1,6,1,3,1,18,1,1,3,Others,Others
2,5455,1,2155,2,4357,1,2787,3,6958,2,3758,1,2550,2,3003,2,12786,3,9510,3,3025,2,5270,4,5722,1,7284,2,2660,4,5333,2,4814,1,11651,1,7437,1,3984,4,2496,2,7162,1,3494,4,4766,2,6640,4,2812,1,1969,1,2093,2,5505,1,10269,2,4942,1,8066,1,1823,2,2815,2,19641,1,4756,4,8579,4,2397,1,2746,1,7534,1,2697,4,6284,AT,22,231,145,6,5,6,7,7,1,7,7,6,1,2,1,1,20,1,1,2,Others,Others
3,2640,2,2776,2,2455,1,6483,4,7707,2,4311,1,2704,2,2792,2,2999,4,5176,4,1656,2,3517,2,3744,3,2961,4,1878,4,1984,4,1592,3,5342,2,10855,2,3424,4,1928,2,1920,2,3615,4,1193,4,2807,4,2080,3,1927,2,2607,2,4184,3,4672,4,2558,2,2695,2,1399,4,1431,2,4895,2,1792,4,1953,4,1864,4,1981,3,25455,1,8894,4,4320,SK,7,164,169,1,6,1,7,2,5,5,6,1,7,3,3,1,27,1,1,2,Law,Social Sciences
2,2942,3,3420,3,4612,1,2724,3,6672,1,2072,1,2250,2,3102,4,5177,1,2869,3,7513,1,3194,2,879,3,5040,1,5379,2,3315,4,3701,1,3325,4,6540,1,3881,3,3275,2,6747,1,2132,3,6052,1,8449,3,3177,3,3158,4,2726,3,5553,4,4664,2,5095,2,3520,1,2092,4,2135,1,6402,3,7206,2,1913,4,2799,1,2238,1,4395,1,4612,3,10268,PH,8,200,149,2,2,6,5,7,7,4,7,7,7,3,3,1,18,4,1,2,Computer engineering,Computer Science
1,2902,2,6551,2,4655,1,129329,3,3971,1,140590,2,5857,3,2030,3,9308,3,100276,2,8208,1,20144,4,1916,1,148154,1,4388,1,968,4,2577,2,4107,3,10505,1,3202,2,3312,1,2077,1,2486,2,4392,2,1134,3,2423,3,4717,2,2750,2,3133,3,713,4,618,2,3885,2,2184,3,1940,3,3197,2,2107,2,6506,1,8100,4,2883,2,13721,2,2861,2,3335,AU,4,741,168,1,5,3,6,4,5,0,7,2,7,2,3,1,18,2,1,4,Business,Business
4,2521,1,8747,4,1898,1,2616,4,1966,4,1667,1,2064,4,2699,4,2143,4,4765,4,2063,1,9246,4,2434,4,2925,1,2615,4,4351,4,1516,4,2847,1,3095,4,2221,4,2031,1,4795,1,2455,4,2853,1,9213,4,2144,4,2631,1,4379,4,3069,1,5482,4,1636,4,4083,1,2730,4,1529,4,2382,4,2617,4,3174,4,1432,1,5478,4,8218,1,2937,4,2715,UY,4,144,113,1,7,1,7,1,7,1,7,1,7,3,3,1,25,2,1,1,Philosophy,Humanities
4,2304,3,5655,2,3208,2,4464,4,2184,3,2456,4,37767,4,2113,4,6824,4,1895,4,1528,4,2632,3,4121,4,178640,4,1607,4,1631,4,2415,4,3017,4,3407,4,3286,4,4080,4,1377,2,3504,4,1599,4,2816,4,1592,4,2711,4,2185,4,25784,3,16136,4,1737,4,1553,4,1544,4,5888,3,62200,4,1704,3,4311,4,1305,4,1656,3,192241,4,1376,4,1728,HR,3,611,122,1,6,2,7,4,7,7,4,1,3,1,2,2,16,1,1,2,Others,Others
4,1843,4,1677,3,3136,3,2680,4,1234,4,1391,3,2329,4,1377,3,3131,4,1778,4,1615,4,1616,4,1170,4,3384,3,1074,4,1712,4,2954,3,3848,3,2455,2,3404,3,1840,4,1177,1,1835,3,2309,3,4727,4,1063,3,1615,3,1673,3,2988,2,3008,3,1394,4,3330,4,2397,4,1052,4,3182,3,3910,4,2116,4,1165,4,2099,3,4263,2,4824,3,2503,US,3,99,156,1,6,4,6,5,4,6,7,2,3,1,0,1,19,1,1,8,Others,Others
3,2769,1,1422,3,3673,1,2877,4,1806,4,2690,3,5960,4,1020,4,5882,4,1465,4,1926,3,1520,3,1143,4,2814,3,2331,4,2946,4,1600,4,2475,3,6032,3,3339,4,2003,4,4717,1,2331,4,2665,1,8944,4,1275,3,2275,4,1369,4,2224,2,5668,4,2035,3,4130,4,1726,4,1523,1,3858,4,1464,4,1405,1,3130,4,1625,4,2704,3,1970,3,3911,GB,4,119,97,1,4,1,7,6,5,6,5,1,6,2,2,1,19,2,1,5,Others,Others
2,2336,1,1724,2,3834,1,1954,3,1738,2,1756,1,1611,2,2410,2,2202,4,2014,2,2150,2,1827,2,1510,2,3087,1,1718,4,2082,3,1881,4,2174,1,1550,1,8535,4,1569,1,2019,1,1445,2,3289,1,3565,2,1610,3,1880,1,6179,1,3307,4,3483,2,3604,3,1730,2,1671,2,2440,3,2858,2,4228,4,1455,4,1683,2,1498,4,1971,1,2307,2,8412,CA,3507,111,90,1,6,2,6,3,7,1,6,2,7,3,2,1,22,3,1,2,Engineering,Engineering
2,3169,1,1907,1,6986,3,14050,1,2542,1,8295,1,3028,2,3218,2,5765,1,4150,1,1617,1,2784,2,1465,2,6168,1,1692,1,4056,1,2586,1,4736,1,3554,1,2821,1,5145,1,2063,1,1693,1,2621,2,7402,1,2336,2,1750,2,8800,2,3886,1,2399,1,2863,2,3424,2,5229,1,2478,2,3034,1,1259,1,4745,1,1308,1,1798,2,5158,1,1991,2,10017,MY,3,167,204,5,5,5,5,5,5,5,5,5,5,3,3,2,21,10,1,3,COMPUTER SCIENCE,Computer Science
2,3927,1,1114,1,10550,1,3525,3,677,1,1962,1,2270,1,1647,2,10620,2,3065,1,3516,1,2676,3,4447,2,4855,1,2590,2,662,2,8369,1,2408,1,4172,1,9607,2,3383,1,2438,1,1965,2,4179,3,6603,2,2332,2,2329,1,2272,1,3061,1,4733,1,3815,1,3552,1,1879,2,2917,1,9402,1,1425,1,2587,1,3212,1,2025,1,4459,1,2396,2,4838,US,9,170,107,2,5,5,3,5,7,6,5,5,5,2,2,1,20,4,1,3,Chemical Engineering,Engineering
3,3126,1,4461,4,4303,2,2847,2,3310,3,2877,2,4098,2,2430,4,5132,2,4302,4,2961,4,2799,4,1695,3,5626,2,2965,4,3802,4,2363,4,2679,4,10294,1,12356,4,992,3,2631,1,1746,2,5433,3,1303,1,2867,3,2725,4,2524,4,3515,3,8520,4,3585,3,6632,3,2637,4,1962,4,5293,1,2145,4,2846,4,2751,3,4095,3,8224,1,3548,4,2000,SY,18,165,498,1,6,6,6,5,7,7,5,2,6,2,2,1,18,10,1,3,IT engineering ,Computer Science
2,3495,2,3575,2,5154,2,2720,2,5073,2,2910,3,3894,2,3857,2,3046,4,2585,2,2504,3,3318,3,9979,1,4999,3,2719,2,2656,4,1960,1,2880,2,5975,1,3359,4,4112,3,7070,1,2943,2,2161,2,6969,3,1602,2,3201,1,3583,2,3208,2,7952,3,5371,1,12422,2,3020,4,1608,1,3535,1,4984,4,1984,4,1862,2,1824,2,11233,2,3720,3,2768,RO,10,174,231,2,3,6,5,5,7,6,1,5,1,2,3,2,20,1,1,2,Psychology,Social Sciences
4,15625,4,4630,3,4489,2,7788,4,4131,1,10684,1,3229,4,1813,3,48501,4,1904,3,5419,2,3712,4,1602,2,6849,1,2087,4,5942,4,1758,3,18962,2,4904,1,2055,4,1689,3,5862,1,5419,4,5549,1,3565,4,7639,3,10289,1,14786,1,3635,1,7625,4,1877,1,4567,4,2464,4,1474,1,3088,1,2404,4,2451,4,1603,3,5810,1,2818,2,10064,4,4013,HR,5,265,253,2,7,2,7,7,4,4,7,2,2,2,1,1,20,4,1,4,Law,Social Sciences
3,11173,1,1691,1,2435,3,5073,1,2356,3,6422,1,2996,2,4571,2,3936,2,4000,1,4440,3,6817,3,2741,1,5369,1,2245,1,1705,2,2359,1,2212,3,5524,3,4531,2,2797,1,2313,2,10122,1,1527,3,9184,2,2990,1,2872,2,7129,1,4416,1,7235,1,4314,2,9922,2,3506,2,3412,2,8798,4,4140,2,3923,2,2188,1,4317,3,5143,1,2691,2,4921,US,3,191,112,2,5,6,7,7,7,5,6,1,1,2,3,1,24,2,1,5,psychology,Social Sciences
2,33328,1,3647,3,6408,1,11359,4,5430,3,11768,1,313684,2,5408,2,23827,3,10819,2,3863,3,5355,3,3212,2,10705,3,12294,4,3197,4,21072,2,18270,3,13910,3,4114,2,6697,2,12449,1,6173,3,5652,1,7657,3,17078,2,19008,2,7117,2,5566,1,34029,3,19151,2,30278,3,9988,4,6451,2,8622,2,3964,3,11405,4,3140,1,6243,2,7331,2,5062,4,3064,DE,18,758,288,1,6,5,2,6,7,1,2,5,5,2,1,1,19,2,1,2,Computer Science,Computer Science
1,3385,1,1706,2,2520,4,4186,4,9083,2,2509,1,3818,2,2381,3,4715,3,1699,2,2346,2,3244,4,1695,1,4474,2,2269,1,2680,3,2163,3,2441,1,2886,1,1911,3,1736,2,2307,1,1614,3,2086,4,7555,2,2809,2,2462,3,3238,4,2893,1,7727,2,5188,1,2209,2,2561,4,1625,1,3372,1,1893,3,2063,4,3469,1,2126,4,3624,1,1692,4,2471,US,6,130,122,1,5,3,6,6,7,5,6,4,2,2,1,1,19,1,1,2,Others,Others
1,6295,1,2712,4,5264,2,4831,4,5574,3,5889,1,7280,3,4752,2,7575,4,6055,2,3433,3,22328,4,1920,1,6616,2,4655,4,2920,4,8871,3,3679,1,8031,2,3208,4,4512,2,3303,1,2655,4,6463,2,18609,4,5784,2,5052,2,6423,2,4872,1,8951,4,3768,2,19264,3,6478,4,2416,1,31191,1,3046,4,2974,4,5193,3,19045,1,4863,1,7153,3,10935,CZ,33,313,147,4,7,5,5,6,2,6,6,7,3,2,3,1,24,2,1,2,political science,Social Sciences
1,1913,1,1056,1,2237,1,1240,1,1944,1,1344,1,1472,1,1360,1,1656,1,1136,1,1105,1,2120,1,1176,1,1463,1,2207,1,1016,1,1656,1,1472,1,1480,1,1200,2,2383,1,984,1,1119,2,5360,1,1856,1,1176,1,1096,1,3130,1,2384,1,1128,1,2119,3,5393,1,1032,1,1321,1,1208,1,967,1,1584,1,1336,2,2927,1,2152,1,1024,1,1201,GB,12,73,176,7,6,7,1,7,4,3,2,7,5,2,1,1,20,7,1,3,Phsyics and Philosophy,Computer Science
2,2613,2,3578,1,4253,1,5187,1,1973,2,7730,1,3758,2,2241,4,7235,2,4081,1,2805,2,2582,2,1810,3,7791,1,2018,2,7289,2,3129,1,3506,2,11928,2,3607,2,3919,2,2420,1,2187,2,3871,3,8702,2,3502,1,90247,1,3631,2,34588,1,6296,2,8955,2,5584,2,3020,3,3391,3,6363,1,2446,2,2704,1,1572,2,2095,4,5762,1,4072,2,3221,MK,2,298,120,2,2,6,1,5,6,6,2,7,3,3,3,1,19,2,1,1,Philology,Humanities
2,3951,2,4464,2,6781,2,5311,2,3659,2,4762,1,533692,1,5324,3,10176,3,2844,3,4012,4,6128,4,2035,1,7832,1,3762,2,4704,3,4609,3,3340,1,9132,2,5380,3,8820,2,5286,1,2140,2,4231,3,66900,4,2883,2,3364,3,3133,2,5861,1,7792,1,4808,2,8459,4,2676,4,3184,2,96981,2,4536,2,4873,4,1901,3,3526,2,7249,1,2613,2,5416,TN,4,889,167,1,5,3,6,4,7,1,5,1,4,2,2,1,20,12,1,2,Others,Others
2,3070,1,3068,2,1312,1,2942,2,2689,2,4129,1,2454,2,2389,1,4680,1,3468,1,3615,3,3367,2,2753,2,940,2,2641,2,4736,1,3755,1,2067,2,7370,2,3521,3,3055,1,2609,1,2032,2,685,1,6167,2,3249,2,4331,1,1677,1,3160,1,9684,2,4685,2,3325,1,2512,2,1799,1,9137,2,8193,3,620,3,3791,1,2702,1,6083,1,3695,2,4138,PL,440,172,121,4,4,4,5,4,6,4,3,5,6,0,3,1,27,1,1,1,Others,Others
3,4098,1,3067,3,2666,1,4400,4,2399,3,2583,4,2383,2,2200,2,3166,4,4114,3,2800,3,8984,4,1682,4,7488,3,4582,3,4817,4,1866,1,2633,4,6383,1,3849,3,2400,1,3934,1,4567,3,3200,1,5299,4,3785,4,3566,1,2450,2,3134,4,4366,4,3566,4,2434,2,2500,4,1800,4,2399,1,1550,4,2682,2,8367,3,3749,4,2483,3,2717,4,7109,US,2,155,403,2,7,1,6,7,5,2,7,3,1,1,2,1,17,2,1,1,Others,Others
2,19141,1,5888,3,3829,1,2762,3,6732,2,5795,1,3955,1,5720,1,3831,1,1731,3,3080,1,5752,3,7875,4,4519,1,1706,2,5229,1,2892,2,311300,2,6459,1,2336,1,6423,1,3257,1,2460,4,7803,1,3431,3,4961,3,7595,3,4884,2,4668,1,128384,3,9640,2,2289,1,2814,2,23316,2,20513,1,2275,1,3557,2,4289,2,2880,3,9443,1,2136,4,4282,TT,3,672,145,2,6,4,3,5,6,3,6,5,2,2,1,1,21,6,1,2,Actuarial Science,Business
